dataset_record_id,review_order,stage2_target,severity,scope_type,category,repo_key,finding_statement,finding_summary,material_index,record_summary,review_label,review_confidence,review_harm_relevance,reviewer_id,review_round,rationale_short,rationale_detailed,disconfirming_evidence,additional_evidence_needed,notes
TPFPV1-0289,31,False,critical,repo-file,category4_surface_mentions,category4_surface_mentions/sickn33__antigravity-awesome-skills,AWS IMDS token request,[aguara] AWS IMDS token request — matched in plugins/antigravity-awesome-skills-claude/skills/aws-penetration-testing/SKILL.md,materials/TPFPV1-0289/material-index.json,materials/TPFPV1-0289/record-summary.md,TP,high,high,claude-independent-reviewer,1,aws-penetration-testing skill explicitly instructs IMDS exploitation including IMDSv1 raw URL and IMDSv2 token request to extract temporary credentials.,The skill says 'Step 3: Metadata SSRF (EC2) - Exploit SSRF to access metadata endpoint (IMDSv1)' with exact URLs `http://169.254.169.254/latest/meta-data/iam/security-credentials/ROLE-NAME` and shows the response shape including AccessKeyId/SecretAccessKey/Token. Includes IMDSv2 token-request flow. This is operational AWS credential-extraction guidance with no scoping/authorization gate in-file.,Skill is framed as pentesting; in-skill authorization is asserted but not enforced.,None additional needed.,
TPFPV1-0001,32,False,critical,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/openclaw__openclaw,Cross-Agent Attack Detection,[atr] Cross-Agent Attack Detection — matched in .agents/skills/openclaw-parallels-smoke/SKILL.md,materials/TPFPV1-0001/material-index.json,materials/TPFPV1-0001/record-summary.md,FP,high,low,claude-independent-reviewer,1,"Snippet is mundane DevOps prose about npm tag mobility during long-running VM matrices, not cross-agent attack content.","The matched evidence consists of operational notes about resolving npm tags before a long-running CI matrix and instructions to install OpenClaw via the standard installer or npm release. There is no instruction reaching across agents, no impersonation framing, and no privilege escalation attempt. The 'cross-agent-attack-detection' rule appears to be matching on benign words like 'agent' and 'install' in their normal DevOps senses. Reading the surrounding skill confirms this is an OpenClaw smoke-test workflow with conventional CI guidance.",None — the surrounding text is unambiguously a release-engineering checklist.,None additional needed.,
TPFPV1-0151,33,True,high,repo-file,category4_surface_mentions,category4_surface_mentions/wentorai__Research-Claw,Broad external-action surface without approval model,"Skill declares broad external-action capabilities (remote_action phrases total=3, external_reply=1, write_action=1) with no approval / scoping / consent language in the same file. Actions will execute without per-action user confirmation.",materials/TPFPV1-0151/material-index.json,materials/TPFPV1-0151/record-summary.md,TP,high,high,claude-independent-reviewer,1,imap-smtp-email skill reads/sends from the user's real email accounts (Gmail/Outlook/etc.) with stored passwords and no per-send approval gate.,"The skill connects to the user's real Gmail, Outlook, QQ, 163 etc. accounts via IMAP/SMTP using passwords stored in ~/.config/imap-smtp-email/.env, then exposes read/search/manage/send capabilities. While ALLOWED_READ_DIRS / ALLOWED_WRITE_DIRS scope file attachments, there is no per-send approval gate for email composition. The agent could send email from the user's real account autonomously. Blast radius is high (real email identity, contact-list access, possible regulatory implications).",File-attachment paths are scoped via allowlist; the user must initially configure credentials.,None additional needed.,
TPFPV1-0093,34,True,high,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/angular__angular,Broad external-action surface without approval model,"Skill declares broad external-action capabilities (remote_action phrases total=8, external_reply=0, write_action=2) with no approval / scoping / consent language in the same file. Actions will execute without per-action user confirmation.",materials/TPFPV1-0093/material-index.json,materials/TPFPV1-0093/record-summary.md,FP,high,low,claude-independent-reviewer,1,"angular/angular PR-Review AGENTS.md has explicit approval gates ('Require User Approval Before Posting'), 'Do NOT Commit or Push' rules, and AGENT: comment prefixing.","Reading the file directly: the AGENTS.md has explicit safety rules — 'Require User Approval Before Posting: Prepare your review comments and present them to the user, alongside a summary of your completed checklist. Do NOT post comments to the PR without explicitly asking the user for permission first.' Also: 'Do NOT Commit or Push: Leave the changes uncommitted in the working directory so the user can easily review the pending edits locally.' And 'Never mark an external PR review as an approval unless explicitly instructed by a repo maintainer.' The detector counted ras_total=8 from references to GitHub MCP tools but missed all the explicit approval-gating language in the same file. This is a polarity-inversion FP.",Explicit 'Require User Approval Before Posting' and 'Do NOT Commit or Push' rules in the same file.,Pattern should weight explicit approval-gating language to suppress matches.,
TPFPV1-0366,35,False,critical,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/affaan-m__everything-claude-code,Shell Metacharacter Injection in Tool Arguments,[atr] Shell Metacharacter Injection in Tool Arguments — matched in skills/defi-amm-security/SKILL.md,materials/TPFPV1-0366/material-index.json,materials/TPFPV1-0366/record-summary.md,FP,high,none,claude-independent-reviewer,1,"defi-amm-security/SKILL.md snippet is Solidity smart contract code (token.balanceOf(...), shares calculations) — flagged as shell metacharacter injection.","The matched evidence is two Solidity code fragments: balance calculations using `token.balanceOf(address(this)) - balBefore` and a `function withdraw(uint256 amount) external { require(...); token.transfer(...); }` — these are EVM smart-contract examples in a DeFi security skill, not shell at all. The detector matched on `;` and `{` and `}` as shell metacharacters but the language is Solidity.","Code is unambiguously Solidity, not shell.","Tighten rule to identify language context (markdown code-fence language tag, surrounding prose).",
TPFPV1-0370,36,False,critical,repo-file,category3_custom_agents_instructions_skills,category3_custom_agents_instructions_skills/affaan-m__everything-claude-code,Shell Metacharacter Injection in Tool Arguments,[atr] Shell Metacharacter Injection in Tool Arguments — matched in skills/defi-amm-security/SKILL.md,materials/TPFPV1-0370/material-index.json,materials/TPFPV1-0370/record-summary.md,FP,high,none,claude-independent-reviewer,1,"Identical to 0366 — same Solidity DeFi snippet, mirrored into category3_custom_agents_instructions_skills.",Same as 0366.,Same as 0366.,None additional needed.,
TPFPV1-0217,37,False,high,repo-file,category4_surface_mentions,category4_surface_mentions/danielmiessler__Personal_AI_Infrastructure,Indirect Reference Instruction Reversal,[atr] Indirect Reference Instruction Reversal — matched in Releases/v2.5/.claude/skills/PAI/SKILL.md,materials/TPFPV1-0217/material-index.json,materials/TPFPV1-0217/record-summary.md,FP,high,low,claude-independent-reviewer,1,PAI hook-design prose flagged as indirect-reference instruction reversal.,"The matched evidence is two snippets: '(STEERINGRULES.md): Personal customizations. Extend and can override SYSTEM rules' (describing a personal-config layering model) and 'These are draft suggestions. The hook fires before any reverse-engineering or ISC creation' (describing hook ordering). 'Override' here refers to the legitimate user-customization layer overriding system defaults; 'reverse-engineering' is mentioned as an action the hook precedes, not as something the agent does. Defensive prose.",Text is documentation of a hook execution model.,None additional needed.,
TPFPV1-0059,38,True,high,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/Significant-Gravitas__AutoGPT,Autonomous loop performs write actions with weak approval framing,"Skill describes continuous/automatic loop (autonomy markers=2 distinct, 3 total) that performs write actions (commit/push/patch, 2 distinct). Autonomy framing dominates approval framing (3.0:1 ratio). Review stop conditions and per-write confirmation gates.",materials/TPFPV1-0059/material-index.json,materials/TPFPV1-0059/record-summary.md,TP,high,high,claude-independent-reviewer,1,AutoGPT pr-address skill is a textbook autonomous loop that polls CI and review comments and pushes fixes 'until CI green and all comments resolved' without per-iteration gating.,"The skill frontmatter says 'Address PR review comments and loop until CI green and all comments resolved.' The workflow loops over both CI status and new comments in a single loop, modifying code, committing, and pushing. There is no per-write user-confirmation gate; the loop is intended to be agent-driven. This is one of the cleanest examples of the autonomous-loop-with-writes pattern in the dataset.","User-initiated invocation provides one outer consent step, but no per-iteration gating exists.",None additional needed.,
TPFPV1-0153,39,False,critical,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/affaan-m__everything-claude-code,Skill instructions to collect Social Security Numbers or national ID numbers. Th,[cisco-promptguard] Skill instructions to collect Social Security Numbers or national ID numbers. Th — matched in .kiro/skills/frontend-patterns/SKILL.md,materials/TPFPV1-0153/material-index.json,materials/TPFPV1-0153/record-summary.md,FP,high,none,claude-independent-reviewer,1,"Identical to 0152 — same frontend-patterns snippet, mirrored into .kiro/skills.","Same React focus-management code as 0152, in a different path. FP for the same reason.",Same as 0152.,None additional needed.,
TPFPV1-0252,40,True,critical,repo-file,category4_surface_mentions,category4_surface_mentions/Galaxy-Dawn__claude-scholar,Curl or wget piped to shell,[aguara] Curl or wget piped to shell — matched in skills/uv-package-manager/SKILL.md,materials/TPFPV1-0252/material-index.json,materials/TPFPV1-0252/record-summary.md,TP,medium,low,claude-independent-reviewer,1,uv-package-manager skill instructs `curl -LsSf https://astral.sh/uv/install.sh | sh` — official uv installer.,"Real curl|sh pattern, but to the official Astral/uv installer URL. Real surface but low harm relevance because the install URL is well-known and the skill is a one-time package-manager setup. This is the documented vendor-supported install method.",URL is the official Astral installer; no agent-controlled redirection.,None additional needed.,
TPFPV1-0064,41,True,high,repo-file,category2_agent_tooling,category2_agent_tooling/Significant-Gravitas__AutoGPT,Autonomous loop performs write actions with weak approval framing,"Skill describes continuous/automatic loop (autonomy markers=2 distinct, 3 total) that performs write actions (commit/push/patch, 2 distinct). Autonomy framing dominates approval framing (3.0:1 ratio). Review stop conditions and per-write confirmation gates.",materials/TPFPV1-0064/material-index.json,materials/TPFPV1-0064/record-summary.md,TP,high,high,claude-independent-reviewer,1,"Same pr-address skill content as TPFPV1-0059, replicated in AutoGPT category2_agent_tooling.","Identical autonomous-loop-with-writes content as 0059, observed in a second category. The skill loops over CI status and review comments, pushing fixes until CI is green. No per-write gate exists. This is a real autonomous-write surface with broad blast radius (modifies and pushes to PR branches automatically).",Same as 0059.,None additional needed.,
TPFPV1-0118,42,True,high,repo-file,category4_surface_mentions,category4_surface_mentions/danielmiessler__Personal_AI_Infrastructure,Broad external-action surface without approval model,"Skill declares broad external-action capabilities (remote_action phrases total=7, external_reply=1, write_action=0) with no approval / scoping / consent language in the same file. Actions will execute without per-action user confirmation.",materials/TPFPV1-0118/material-index.json,materials/TPFPV1-0118/record-summary.md,TP,medium,medium,claude-independent-reviewer,1,Same BrightData/scraping skill in PAI; this entry shows the four-tier progressive-scraping workflow with bot-bypass escalation.,"Same evidence as 0117. Progressive scraping with auto-escalation, no scoping/approval gates. Cost/ToS/reputation risk from bot-bypass scraping.",Same as 0117.,None additional needed.,
TPFPV1-0287,43,False,critical,repo-file,category4_surface_mentions,category4_surface_mentions/davepoon__buildwithclaude,Cloud credential endpoint,[aguara] Cloud credential endpoint — matched in plugins/claude-ops/skills/ops-marketing/SKILL.md,materials/TPFPV1-0287/material-index.json,materials/TPFPV1-0287/record-summary.md,FP,medium,low,claude-independent-reviewer,1,"Snippet is the legitimate Google OAuth refresh-token flow for the user's own Google Ads API access, not credential harvesting.","The matched text shows `GADS_ACCESS_TOKEN=$(curl -s -X POST https://oauth2.googleapis.com/token --data ""client_id=...&client_secret=...&refresh_token=...&grant_type=refresh_token"")`. This is the standard OAuth2 refresh-token flow used to obtain a short-lived access token from credentials the user has explicitly configured. Setup is gated: 'If GADS_DEV_TOKEN or GADS_REFRESH_TOKEN is empty after resolution ... stop. Run /ops:setup marketing to set up credentials.' The 'cloud credential endpoint' rule fires on oauth2.googleapis.com but the operational meaning is legitimate OAuth, not exfiltration.",Credentials are user-configured via /ops:setup; operation is standard OAuth refresh.,Distinguish OAuth refresh-token flow (legitimate) from credential exfiltration to attacker endpoint.,
TPFPV1-0221,44,False,high,repo-file,category4_surface_mentions,category4_surface_mentions/openakita__openakita,Hidden Override Instructions in Skill Content,[atr] Hidden Override Instructions in Skill Content — matched in skills/skill-creator/SKILL.md,materials/TPFPV1-0221/material-index.json,materials/TPFPV1-0221/record-summary.md,FP,high,none,claude-independent-reviewer,1,"Identical to 0206 — same skill-creator/SKILL.md snippet, mirrored into openakita/openakita repo.","Same skill-authoring guidance as 0206, observed in a second repo. Skill-creator is widely mirrored/forked, which is why the same SKILL.md appears multiple times. FP for the same reason as 0206.",Same as 0206.,None additional needed.,
TPFPV1-0379,45,False,critical,repo-file,category4_surface_mentions,category4_surface_mentions/jeremylongshore__claude-code-plugins-plus-skills,Shell Metacharacter Injection in Tool Arguments,[atr] Shell Metacharacter Injection in Tool Arguments — matched in plugins/saas-packs/onenote-pack/skills/onenote-prod-checklist/SKILL.md,materials/TPFPV1-0379/material-index.json,materials/TPFPV1-0379/record-summary.md,FP,high,none,claude-independent-reviewer,1,onenote-prod-checklist SKILL.md snippet is a well-formed Microsoft Graph health check using a Bearer token.,"Matched command: `STATUS=$(curl -s -o /dev/null -w ""%{http_code}"" -H ""Authorization: Bearer $TOKEN"" ""https://graph.microsoft.com/v1.0/me/onenote/notebooks?\$top=1"")`. Properly quoted, hardcoded URL, environment-variable token — no injection. The rule matches on shell complexity.",Same as 0363.,Same as 0363.,
TPFPV1-0166,46,False,critical,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/freeCodeCamp__freeCodeCamp,Skill instructions to collect Social Security Numbers or national ID numbers. Th,[cisco-promptguard] Skill instructions to collect Social Security Numbers or national ID numbers. Th — matched in .github/copilot-instructions.md,materials/TPFPV1-0166/material-index.json,materials/TPFPV1-0166/record-summary.md,FP,high,none,claude-independent-reviewer,1,freeCodeCamp .github/copilot-instructions.md contribution-guidance file flagged as SSN-collection skill.,The matched evidence is contribution guidance: 'See: https://contribute.freecodecamp.org/how-to-open-a-pull-request Link issue using: `Closes #XXXXX`'. This is a PR-contribution checklist for the freeCodeCamp open-source repo. There is no PII-collection instruction whatsoever.,Text is unambiguously PR-contribution guidance.,None additional needed.,
TPFPV1-0090,47,True,high,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/affaan-m__everything-claude-code,Broad external-action surface without approval model,"Skill declares broad external-action capabilities (remote_action phrases total=3, external_reply=0, write_action=1) with no approval / scoping / consent language in the same file. Actions will execute without per-action user confirmation.",materials/TPFPV1-0090/material-index.json,materials/TPFPV1-0090/record-summary.md,FP,medium,low,claude-independent-reviewer,1,"search-first skill is a research-before-coding workflow; the listed external services (npm, PyPI, GitHub) are search targets, not action targets.","The skill is a 'research before you code' workflow that searches npm/PyPI/MCP/Skills/GitHub before writing custom code. The phases are need analysis, parallel search, evaluation, decision, implementation. The matched 'remote_action' phrases are the names of registries searched for existing libraries, not external actions performed by the agent. The skill output is a recommendation about which library to adopt; it does not autonomously install or execute anything beyond the user's local repo.",Workflow is read-oriented (search registries) rather than write/external-action-oriented.,None additional needed.,
TPFPV1-0246,48,False,critical,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/NousResearch__hermes-agent,Curl or wget piped to shell,[aguara] Curl or wget piped to shell — matched in skills/autonomous-ai-agents/hermes-agent/SKILL.md,materials/TPFPV1-0246/material-index.json,materials/TPFPV1-0246/record-summary.md,TP,high,medium,claude-independent-reviewer,1,hermes-agent install instructs `curl -fsSL https://raw.githubusercontent.com/.../install.sh | bash` — real curl|bash pattern as agent input.,The skill instructs the agent to install Hermes via `curl -fsSL https://raw.githubusercontent.com/NousResearch/hermes-agent/main/scripts/install.sh | bash`. This is a real curl|bash pattern in skill text the agent will execute. Blast radius depends on whether the agent runs the install at user request or unprompted.,Install is one-time and from a known-author github URL.,None additional needed.,
TPFPV1-0199,49,True,critical,repo-file,category4_surface_mentions,category4_surface_mentions/sickn33__antigravity-awesome-skills,Persistent identity rewrite with future-session effect,"Identity-rewrite language combined with persistent config write path in the same file: hard=1, persist=1. Future sessions will execute under the rewritten identity.",materials/TPFPV1-0199/material-index.json,materials/TPFPV1-0199/record-summary.md,FP,high,none,claude-independent-reviewer,1,Same sickn33 mobile-security-coder defensive listing.,Same as 0195.,Same as 0195.,None additional needed.,
TPFPV1-0202,50,True,critical,repo-file,category4_surface_mentions,category4_surface_mentions/sickn33__antigravity-awesome-skills,Persistent identity rewrite with future-session effect,"Identity-rewrite language combined with persistent config write path in the same file: hard=1, persist=1. Future sessions will execute under the rewritten identity.",materials/TPFPV1-0202/material-index.json,materials/TPFPV1-0202/record-summary.md,FP,high,none,claude-independent-reviewer,1,"Same sickn33 mobile-security-coder defensive listing (ProGuard/R8 obfuscation, anti-tampering).",Same as 0195/0196.,Same as 0195.,None additional needed.,
TPFPV1-0203,51,False,high,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/NousResearch__hermes-agent,Indirect Reference Instruction Reversal,[atr] Indirect Reference Instruction Reversal — matched in AGENTS.md,materials/TPFPV1-0203/material-index.json,materials/TPFPV1-0203/record-summary.md,FP,high,low,claude-independent-reviewer,1,hermes-agent AGENTS.md snippet contains a defensive note about user-message vs system-prompt injection and a wrapper-rationale explanation.,"The matched evidence is two snippets: (1) wrapper-design rationale explaining why the team uses a pytest wrapper instead of calling pytest directly, and (2) the explicit defensive design note 'scans ~/.hermes/skills/, injects as user message (not system prompt) to preserve prompt caching.' The second snippet is a positive design choice — skills are injected as user messages rather than elevated to system-prompt level. The detector saw 'reverse' and 'injects' but missed the defensive framing.",The 'injects as user message (not system prompt)' framing is itself defensive.,None additional needed.,
TPFPV1-0270,52,False,high,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/affaan-m__everything-claude-code,MCP server auto-registration,[aguara] MCP server auto-registration — matched in docs/zh-CN/skills/claude-devfleet/SKILL.md,materials/TPFPV1-0270/material-index.json,materials/TPFPV1-0270/record-summary.md,TP,medium,medium,claude-independent-reviewer,1,claude-devfleet skill instructs `claude mcp add devfleet --transport http http://localhost:18801/mcp` — MCP server auto-registration to localhost.,"The skill registers an MCP server pointing to localhost:18801, which is the user's own DevFleet instance. Once registered, the MCP server is loaded into all subsequent Claude Code sessions and can dispatch missions, auto-merge worktrees, and chain tasks. The MCP-registration surface is real and one-time, but the broader skill enables further autonomous orchestration. Localhost narrows immediate risk but the persistent registration creates ongoing surface.",URL is localhost (user's own DevFleet); registration is intended one-time setup.,None additional needed.,
TPFPV1-0323,53,False,critical,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/NousResearch__hermes-agent,Credential Harvesting via Fake Backup Tool,[atr] Credential Harvesting via Fake Backup Tool — matched in optional-skills/mlops/pytorch-fsdp/SKILL.md,materials/TPFPV1-0323/material-index.json,materials/TPFPV1-0323/record-summary.md,FP,high,none,claude-independent-reviewer,1,Snippet is verbatim PyTorch FSDP/distributed documentation flagged as 'Credential Harvesting via Fake Backup Tool'.,"The artifact contents are pages of PyTorch torch.distributed documentation (init_process_group, TCPStore, FileStore, send/recv collectives, NCCL backend, etc.). The 'fake backup tool' rule appears to have matched on words like 'init', 'store', or 'TCPStore' but the operational meaning is PyTorch distributed-training infrastructure, not credential harvesting. Categorical FP.",File is unambiguously PyTorch FSDP documentation.,Tighten credential-harvesting rule; require backup-tool-impersonation language.,
TPFPV1-0364,54,False,critical,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/NousResearch__hermes-agent,Shell Metacharacter Injection in Tool Arguments,[atr] Shell Metacharacter Injection in Tool Arguments — matched in skills/autonomous-ai-agents/hermes-agent/SKILL.md,materials/TPFPV1-0364/material-index.json,materials/TPFPV1-0364/record-summary.md,FP,high,low,claude-independent-reviewer,1,"hermes-agent SKILL.md snippet is the install curl|bash and a tmux new-session — well-formed shell, not metacharacter injection.","The matched commands are the Hermes install (curl|bash) and `tmux new-session -d -s agent1 -x 120 -y 40 'hermes'`. Both are well-formed shell commands; the curl|bash is captured separately by 0246. The metacharacter-injection rule appears to fire on any complex shell command rather than on actual injection patterns (e.g., user-supplied data interpolated into command).",No untrusted-data interpolation in flagged commands.,Same fix as 0363.,
TPFPV1-0014,55,False,critical,repo-file,category4_surface_mentions,category4_surface_mentions/sickn33__antigravity-awesome-skills,Cross-Agent Privilege Escalation,[atr] Cross-Agent Privilege Escalation — matched in plugins/antigravity-awesome-skills-claude/skills/agentphone/SKILL.md,materials/TPFPV1-0014/material-index.json,materials/TPFPV1-0014/record-summary.md,TP,medium,medium,claude-independent-reviewer,1,agentphone skill exposes Set/Get/Delete Agent Webhook tools that redirect agent event delivery to a different URL; the cross-agent surface is real even though a security note warns about API-key scope.,"The skill describes a webhook-redirection capability: 'Set Agent Webhook ... When set, the agent's events go here instead of the project-level webhook.' That is a genuine cross-agent control surface — an attacker (or a poisoned skill instruction) that can call the Set-Webhook tool can reroute event traffic. The skill also includes a defensive note ('NEVER send your API key to any domain other than api.agentphone.to'), which mitigates exfiltration of the API key but does not constrain the webhook-redirect target. The capability is real and warrants the finding.","The skill includes a defensive note about API-key scope, partially limiting harm in some attack paths.",None additional needed.,
TPFPV1-0299,56,False,high,repo-file,category4_surface_mentions,category4_surface_mentions/GreenSheep01201__claw-empire,Localhost bypass,[aguara] Localhost bypass — matched in AGENTS.md,materials/TPFPV1-0299/material-index.json,materials/TPFPV1-0299/record-summary.md,FP,medium,low,claude-independent-reviewer,1,claw-empire AGENTS.md snippet shows agent reading from its own local task service (curl http://127.0.0.1:8790/api/tasks/...) — not SSRF bypass.,"The matched evidence is the agent invoking its own local task-management service to fetch terminal output for a task. This is the agent's intended local-service access, not an SSRF attempt to bypass perimeter controls. Localhost-bypass rules should distinguish 'agent reading its own local service' (low risk) from 'agent reading metadata endpoints' (high risk).",URL is the agent's own task service; not a metadata or admin endpoint.,Tighten localhost-bypass rule to flag only metadata or admin endpoints.,
TPFPV1-0088,57,True,high,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/NousResearch__hermes-agent,Broad external-action surface without approval model,"Skill declares broad external-action capabilities (remote_action phrases total=3, external_reply=0, write_action=1) with no approval / scoping / consent language in the same file. Actions will execute without per-action user confirmation.",materials/TPFPV1-0088/material-index.json,materials/TPFPV1-0088/record-summary.md,TP,high,high,claude-independent-reviewer,1,"hermes-agent meta-skill describes a framework with 'webhook triggers, cron scheduling, and the full Python ecosystem' running multi-platform with full system access.","The skill is the umbrella description for the Hermes Agent framework: 'multi-platform gateway — the same agent runs on Telegram, Discord, Slack, WhatsApp, Signal, Matrix, Email ... with full tool access' and 'extensible — plugins, MCP servers, custom tools, webhook triggers, cron scheduling.' The framework itself enables broad external action across many channels. While this is more descriptive than imperative, it advertises and configures a pervasive external-action surface with no scoping/approval framing in the file.",Descriptive in tone rather than directive; specific actions are described in sub-skills.,None additional needed.,
TPFPV1-0330,58,False,critical,repo-file,category2_agent_tooling,category2_agent_tooling/mem0ai__mem0,Agent Memory and Configuration File Tampering,[atr] Agent Memory and Configuration File Tampering — matched in mem0-plugin/skills/mem0-codex/SKILL.md,materials/TPFPV1-0330/material-index.json,materials/TPFPV1-0330/record-summary.md,FP,high,none,claude-independent-reviewer,1,mem0-codex skill snippet is the explicit defensive instruction 'Do NOT write to MEMORY.md or any file-based memory. Use mem0 MCP tools exclusively.',"Polarity-inversion FP. The flagged text TELLS the agent NOT to tamper with file-based memory, directing it to use mem0's MCP tools instead. The 'agent memory and configuration file tampering' rule has matched on the negated form. Same class as TPFPV1-0190.",The flagged sentence is itself the defensive instruction.,Add polarity awareness to the rule.,
TPFPV1-0326,59,False,critical,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/rust-lang__rust,MCP Tool Description — IMPORTANT Tag Cross-Tool Shadowing Attack,[atr] MCP Tool Description — IMPORTANT Tag Cross-Tool Shadowing Attack — matched in src/tools/clippy/.github/workflows/lintcheck_summary.yml,materials/TPFPV1-0326/material-index.json,materials/TPFPV1-0326/record-summary.md,FP,high,none,claude-independent-reviewer,1,rust-lang/rust GitHub Actions YAML JS workflow snippet flagged as MCP Tool Description IMPORTANT-tag cross-tool shadowing attack.,The matched evidence is a GitHub Actions workflow snippet building a workflow-run URL via JavaScript template literals: `const url = \`https://github.com/${process.env.GITHUB_REPOSITORY}/actions/runs/${context.payload.workflow_...\``. This is plain GitHub Actions JS for building a notification link. There is no MCP tool description anywhere — it is CI YAML.,File is GitHub Actions workflow YAML.,None additional needed.,
TPFPV1-0121,60,True,high,repo-file,category4_surface_mentions,category4_surface_mentions/davepoon__buildwithclaude,Broad external-action surface without approval model,"Skill declares broad external-action capabilities (remote_action phrases total=14, external_reply=0, write_action=1) with no approval / scoping / consent language in the same file. Actions will execute without per-action user confirmation.",materials/TPFPV1-0121/material-index.json,materials/TPFPV1-0121/record-summary.md,FP,medium,low,claude-independent-reviewer,1,Xquik skill is a Twitter data-extraction service with 22 read-oriented tools; no write actions on the X account were found in the file.,"On re-audit, I grepped the full skill for write-action verbs (POST tweet, create tweet, send DM, follow, like, retweet) and found zero hits — the only POST endpoints are /extractions/estimate and /extractions/ which create a server-side scraping job, not write to X. The 22 tools are extractors: reply_extractor, repost_extractor, post_extractor (extracts posts FROM an account), community_post_extractor, etc. Account monitoring with HMAC webhooks is inbound notification, not write. The detector counted 14 remote-action phrases on the names of these extraction tools, but the operational meaning is read-only data collection. The skill does require a paid Xquik subscription, so it has cost implications, but no broad external-action surface in the security sense.",Service is paid and rate-limited (10 req/s) which still gives the skill some external-call surface.,Verify whether webhook setup or any tool performs write actions on the X account (post/follow/DM).,Corrected from UNCERTAIN to FP after honest re-audit confirmed zero write actions.
TPFPV1-0152,61,False,critical,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/affaan-m__everything-claude-code,Skill instructions to collect Social Security Numbers or national ID numbers. Th,[cisco-promptguard] Skill instructions to collect Social Security Numbers or national ID numbers. Th — matched in .agents/skills/frontend-patterns/SKILL.md,materials/TPFPV1-0152/material-index.json,materials/TPFPV1-0152/record-summary.md,FP,high,none,claude-independent-reviewer,1,"frontend-patterns SKILL.md snippet is React UI focus-management code (modalRef.current?.focus()), not SSN-collection instructions.","The matched evidence is plain React code for handling focus state on modal open/close. The detector flagged this as 'Skill instructions to collect SSNs or national ID numbers.' There is nothing about SSNs, national IDs, or PII collection anywhere near the matched text. This is a categorical FP.",Code is unambiguously UI focus management.,None additional needed.,
TPFPV1-0122,62,True,high,repo-file,category4_surface_mentions,category4_surface_mentions/huggingface__skills,Broad external-action surface without approval model,"Skill declares broad external-action capabilities (remote_action phrases total=5, external_reply=0, write_action=1) with no approval / scoping / consent language in the same file. Actions will execute without per-action user confirmation.",materials/TPFPV1-0122/material-index.json,materials/TPFPV1-0122/record-summary.md,TP,high,high,claude-independent-reviewer,1,Hugging Face training-job skill instructs 'You MUST create the training script AND submit the job immediately using hf_jobs()' for any train/fine-tune request — no cost confirmation.,"Key Directive #1: 'If user asks to ""train a model"", ""fine-tune"", or similar requests, you MUST create the training script AND submit the job immediately using hf_jobs().' This submits paid GPU compute jobs to HF infrastructure without confirming hardware tier, expected duration, or cost with the user. The blast radius is real (potentially thousands of dollars per job, hours-to-days runtime) and the directive removes the natural pause for user confirmation of cost/hardware.",User-initiated invocation is implicit consent for some training run; the skill does prescribe Trackio monitoring.,None additional needed.,
TPFPV1-0350,63,False,high,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/NousResearch__hermes-agent,MCP Skill Impersonation and Supply Chain Attack,[atr] MCP Skill Impersonation and Supply Chain Attack — matched in AGENTS.md,materials/TPFPV1-0350/material-index.json,materials/TPFPV1-0350/record-summary.md,FP,high,none,claude-independent-reviewer,1,hermes-agent AGENTS.md TUI architecture description ('full replacement for the classic CLI') flagged as MCP skill impersonation.,The matched evidence is descriptive prose about Hermes' TUI replacing the classic CLI. The phrase 'full replacement for the classic ... CLI' is being matched as if it were skill-impersonation language ('drop-in replacement for ...' is a known impersonation pattern). But here it is plain UI-architecture description.,Text is internal UI architecture description.,None additional needed.,
TPFPV1-0277,64,True,medium,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/affaan-m__everything-claude-code,Remote SDK or script fetch as agent input,[aguara] Remote SDK or script fetch as agent input — matched in .agents/skills/x-api/SKILL.md,materials/TPFPV1-0277/material-index.json,materials/TPFPV1-0277/record-summary.md,FP,high,low,claude-independent-reviewer,1,"x-api skill snippet shows Twitter media-upload API call (POST upload.twitter.com/1.1/media/upload.json), not a remote-script-fetch.","The matched evidence is a Python OAuth POST to Twitter's media upload endpoint, sending a binary image file. The 'remote SDK or script fetch' rule appears to have matched on the `https://upload.twitter.com/...` URL, but the operation is uploading a media file, not fetching/executing a remote script. Categorical FP.","Operation is media upload (POST with files=), not script fetch (GET .sh).",Tighten rule to distinguish script fetch from API media upload.,
