record_id,canonical_label,severity,primary_rule_id,scope_key,review_label,review_confidence,review_harm_relevance,rationale_short,rationale_detailed,disconfirming_evidence,notes
TPFPV1-0166,Credential or PII exposure surface,critical,cisco-pg.pii_exposure.pg-pii-ssn-harvesting,<corpus>/category1_top_instruction_repos/freeCodeCamp__freeCodeCamp/.github/copilot-instructions.md,FP,high,low,"The freeCodeCamp PR text uses issue-closing syntax, not SSN or sensitive-identifier handling.",The snippet `Closes #XXXXX` is standard GitHub issue-linking language. It is not a request for a social-security number or a national identifier. There is no credential or PII collection/exposure pathway in the evidence. The detector appears to have mistaken placeholder syntax for sensitive data.,"A TP would require the artifact to ask for, store, reveal, or process real sensitive personal identifiers.",
TPFPV1-0171,Credential or PII exposure surface,critical,cisco-pg.pii_exposure.pg-pii-credential-harvesting#collection-scale,<corpus>/category4_surface_mentions,UNCERTAIN,low,medium,"The collection-root credential/PII claim is not supported by the inspected examples, but the aggregate may omit decisive context.","The available examples looked like general skill-creation or AGENTS documentation and ordinary authentication discussion. I did not see concrete credential harvesting, PII collection, or exposure instructions. However, because this is an aggregate record, it is possible that unsurfaced underlying items contain a real secret-handling issue. The safest evidence-based label is UNCERTAIN rather than FP.","Full underlying records showing only defensive secret handling would clear it; snippets asking the agent to collect, reveal, log, or transmit credentials/PII would make it TP.",
TPFPV1-0172,Credential or PII exposure surface,critical,cisco-pg.pii_exposure.pg-pii-ssn-harvesting,<corpus>/category4_surface_mentions/KhazP__vibe-coding-prompt-template/.claude/skills/vibe-agents/SKILL.md,FP,high,low,"The template asks for critical project information and planning approval, not sensitive personal data.","The evidence describes a project/template workflow that collects requirements or critical information for planning. That phrase is not equivalent to collecting credentials, SSNs, or national IDs. The reviewed material does not show PII fields, secret exfiltration, or unsafe storage. The detector overgeneralizes ordinary requirements gathering.","A TP would require concrete sensitive fields, credential requests, unsafe logs, or third-party transmission of personal data.",
TPFPV1-0190,Credential or PII exposure surface,critical,cisco-pg.pii_exposure.pg-pii-card-harvesting,<corpus>/category4_surface_mentions/jeremylongshore__claude-code-plugins-plus-skills/plugins/saas-packs/windsurf-pack/skills/windsurf-security-basics/SKILL.md,FP,high,low,The security-basics material is defensive and says not to log PII or secrets.,"The evidence explicitly warns against logging sensitive data such as email, phone, SSN, or credit-card information. It also references excluding secrets from indexing. That is the opposite of a credential/PII harvesting instruction. The operational meaning is defensive secure-coding guidance.","Only contrary surrounding text instructing collection, exposure, or insecure persistence of PII/secrets would change this judgment.",
TPFPV1-0192,Persistent identity rewrite,critical,asamm.AI-04.persistent-identity-rewrite,<corpus>/category1_top_instruction_repos/NousResearch__hermes-agent/skills/red-teaming/godmode/SKILL.md,TP,high,high,The Hermes godmode skill is explicitly about bypassing safety filters and jailbreak-style model control.,"The evidence says the skill is used when a user wants to bypass safety filters or jailbreak a model. It includes Hermes-native prefill or system-prompt integration that can alter the model’s behavior and identity framing. This is a direct prompt/role manipulation surface, not an incidental mention of jailbreaks. The finding is strongly supported.",The only mitigating possibility would be if the full artifact were a defensive analysis of jailbreaks; the sampled evidence instead frames it as an operational bypass skill.,
TPFPV1-0193,Persistent identity rewrite,critical,asamm.AI-04.persistent-identity-rewrite,<corpus>/category3_custom_agents_instructions_skills/NousResearch__hermes-agent/skills/red-teaming/godmode/SKILL.md,TP,high,high,The artifact operationalizes model safety bypass and role/prompt manipulation.,The snippets describe a godmode or jailbreak-oriented skill for changing how a model responds. That creates a real instruction-override and identity/role manipulation surface. The use of system-prompt or prefill mechanics further supports operational capability rather than commentary. This is a high-confidence TP.,"Defensive-only framing, refusal to execute jailbreaks, or sandboxed analysis examples would be needed to clear the issue.",
TPFPV1-0194,Persistent identity rewrite,critical,asamm.AI-04.persistent-identity-rewrite,<corpus>/category4_surface_mentions/sickn33__antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/007/SKILL.md,FP,high,low,"The Portuguese security material mentions prompt injection and jailbreak as security topics, not as operational instructions.","The evidence appears to list concepts such as prompt injection and jailbreak in a security/compliance context. Naming a risky concept is not the same as instructing an agent to perform it. I did not see role rewriting, persistent identity change, or bypass steps. The detector matched benign defensive vocabulary.",A TP would require concrete jailbreak instructions or a workflow that tells the agent to ignore higher-priority rules or impersonate another role.,
TPFPV1-0195,Persistent identity rewrite,critical,asamm.AI-04.persistent-identity-rewrite,<corpus>/category4_surface_mentions/sickn33__antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/mobile-security-coder/SKILL.md,FP,high,low,"The mobile-security code discusses device root/jailbreak detection, not LLM identity rewriting.","In mobile-security contexts, jailbreak/root detection refers to the state of iOS/Android devices. The evidence does not relate to prompt jailbreaks or agent role manipulation. The operational meaning is defensive mobile hardening. The risk class is therefore unsupported.",Evidence that the artifact applies jailbreak techniques to an AI model or rewrites agent identity would change the label.,
TPFPV1-0196,Persistent identity rewrite,critical,asamm.AI-04.persistent-identity-rewrite,<corpus>/category4_surface_mentions/sickn33__antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/security-scanning-security-hardening/SKILL.md,FP,high,low,The security-hardening prompt uses jailbreak in the mobile-device sense and is defensive.,The snippet concerns mobile app hardening and device compromise detection. That is distinct from prompt jailbreaks or persistent model identity changes. There is no instruction to override an agent’s role or safety policy. The detector overfired on an ambiguous term.,"A TP would need surrounding text showing LLM prompt jailbreaks, persona override, or system-prompt manipulation.",
TPFPV1-0197,Persistent identity rewrite,critical,asamm.AI-04.persistent-identity-rewrite,<corpus>/category4_surface_mentions/sickn33__antigravity-awesome-skills/plugins/antigravity-awesome-skills/skills/007/SKILL.md,FP,high,low,"The 007/security material is a defensive topic list, not an identity-rewrite workflow.","The evidence mentions prompt injection or jailbreak as security-relevant concepts. The material does not instruct the agent to perform a jailbreak, alter its role, or persist a new identity. Educational or defensive discussion should not be treated as a real risky surface. The record is unsupported.",Operational steps for bypassing safety filters or changing the assistant’s governing role would be needed for TP.,
TPFPV1-0198,Persistent identity rewrite,critical,asamm.AI-04.persistent-identity-rewrite,<corpus>/category4_surface_mentions/sickn33__antigravity-awesome-skills/plugins/antigravity-awesome-skills/skills/mobile-security-coder/SKILL.md,FP,high,low,The mobile-security evidence is about detecting rooted or jailbroken devices.,The term jailbreak is used in a mobile platform security sense. The artifact appears to help code or harden mobile applications rather than manipulate an AI agent. No prompt override or identity rewrite is shown. This is a straightforward false positive.,Evidence connecting the text to LLM jailbreak execution or system-prompt override would change the judgment.,
TPFPV1-0199,Persistent identity rewrite,critical,asamm.AI-04.persistent-identity-rewrite,<corpus>/category4_surface_mentions/sickn33__antigravity-awesome-skills/plugins/antigravity-awesome-skills/skills/security-scanning-security-hardening/SKILL.md,FP,high,low,The security-hardening content is defensive mobile guidance rather than model jailbreak guidance.,The cited root/jailbreak detection language fits normal mobile app security. It does not create a persistent agent identity rewrite or an instruction to ignore system constraints. The likely operational meaning is benign hardening. The risky label is not supported.,"A true positive would require actual model-role manipulation, not device-compromise terminology.",
TPFPV1-0200,Persistent identity rewrite,critical,asamm.AI-04.persistent-identity-rewrite,<corpus>/category4_surface_mentions/sickn33__antigravity-awesome-skills/skills/007/SKILL.md,FP,high,low,The Portuguese security evidence names jailbreak as a security concern but does not operationalize it.,"The artifact appears to discuss security topics and risks. Mentioning prompt injection or jailbreak in such a context can be protective or educational. The snippets do not show a role override, system-prompt rewrite, or bypass procedure. This should be treated as FP.",Concrete commands or instructions to jailbreak a model would change the adjudication.,
TPFPV1-0201,Persistent identity rewrite,critical,asamm.AI-04.persistent-identity-rewrite,<corpus>/category4_surface_mentions/sickn33__antigravity-awesome-skills/skills/mobile-security-coder/SKILL.md,FP,high,low,"The mobile-security artifact uses jailbreak terminology for device state, not AI prompt bypass.",The evidence is consistent with Android/iOS root or jailbreak detection in app security. That does not manipulate an agent role or override instructions. No prompt-level exploit or identity rewrite is present. The detector matched a homonym in the wrong domain.,Surrounding text about LLM jailbreaks or persona takeover would be required for TP.,
TPFPV1-0202,Persistent identity rewrite,critical,asamm.AI-04.persistent-identity-rewrite,<corpus>/category4_surface_mentions/sickn33__antigravity-awesome-skills/skills/security-scanning-security-hardening/SKILL.md,FP,high,low,The cited security-hardening text is not an instruction to rewrite an agent identity.,"The evidence concerns defensive mobile security controls. The word jailbreak appears in a device-security context. There is no operational pathway for prompt override, role replacement, or persistence of a new agent identity. The finding is unsupported.",A true prompt-jailbreak workflow or persistent role-change instruction would alter this conclusion.,
TPFPV1-0203,Prompt or instruction override surface,high,atr.prompt-injection.indirect-reference-instruction-reversal,<corpus>/category1_top_instruction_repos/NousResearch__hermes-agent/AGENTS.md,UNCERTAIN,medium,medium,The Hermes prompt-injection semantics are suggestive but require runtime context to judge.,"The evidence says skills are injected as a user message rather than a system prompt, partly to preserve prompt caching, and references slash-command or registry mechanics. That is a real prompt-composition detail and could affect instruction precedence. However, the snippet is descriptive system design rather than an instruction to override policy or inject malicious content. Runtime behavior and surrounding enforcement rules are needed to decide whether this is a dangerous override surface.","If injected skill text can override higher-priority instructions or untrusted skill content can be loaded, this becomes TP; if the mechanism is sandboxed and subordinate to system policy, it should be FP.",
TPFPV1-0206,Prompt or instruction override surface,high,atr.prompt-injection.hidden-override-instructions-in-skill-content,<corpus>/category1_top_instruction_repos/anthropics__skills/skills/skill-creator/SKILL.md,FP,high,low,The skill-creator text uses the current model ID for evaluation fidelity; it does not instruct prompt override or hidden-policy bypass.,"The earlier UNCERTAIN label gave too much weight to the phrase “system prompt.” In context, the artifact tells the user to run a bounded optimization loop for skill triggering and to use the model ID powering the current session so evals match the user’s experience. It does not ask the agent to reveal, copy, or override the hidden system prompt. The background eval loop may be relevant to autonomy or cost, but it is not evidence for a prompt/instruction override surface. The finding is therefore unsupported for this record.","A TP would require evidence that the skill extracts hidden prompt content, promotes lower-priority skill text above system rules, or uses eval results to bypass safety policy.",Audit correction: changed from UNCERTAIN to FP.
TPFPV1-0207,Prompt or instruction override surface,high,atr.prompt-injection.indirect-prompt-injection-via-external-content,<corpus>/category1_top_instruction_repos/microsoft__vscode/extensions/copilot/src/extension/chatSessions/claude/AGENTS.md,FP,high,low,The VS Code documentation links to system-prompt modification material descriptively rather than instructing a bypass.,"The evidence appears to reference Anthropic SDK documentation or a concept called modifying system prompts. Documentation links and architectural discussion are not enough to establish a prompt override vulnerability. I did not see instructions telling the agent to ignore, replace, or circumvent higher-priority rules. The operational meaning is explanatory.",A TP would require the artifact to actively modify the assistant’s governing instructions or load untrusted instructions at higher priority.,
TPFPV1-0213,Prompt or instruction override surface,high,atr.prompt-injection.dual-response-persona-jailbreak#collection-scale,<corpus>/category4_surface_mentions,FP,medium,low,The collection-root dual-persona claim is not supported by the sampled ordinary docs and validation content.,"The evidence appears to aggregate unrelated documents such as validation workflows, ordinary AGENTS guidance, or conceptual research notes. I did not see a dual-response persona jailbreak, hidden mode, or instruction to produce policy-bypassing alternate answers. Collection-level rule names cannot substitute for concrete operational evidence. The record should be treated as unsupported.","If an underlying file explicitly implemented a dual persona such as safe/unsafe responses or hidden jailbreak mode, that would change the label.",
TPFPV1-0217,Prompt or instruction override surface,high,atr.prompt-injection.indirect-reference-instruction-reversal,<corpus>/category4_surface_mentions/danielmiessler__Personal_AI_Infrastructure/Releases/v2.5/.claude/skills/PAI/SKILL.md,TP,high,high,The Personal AI Infrastructure skill defines authoritative steering rules that can override system-level rules for user customizations.,"The evidence includes strong precedence language such as an always-running algorithm, required first-token behavior, and `STEERINGRULES.md` overriding system rules for user customizations. That creates a persistent instruction-precedence and role/behavior rewrite surface. It is not merely a description of personalization; it changes which instructions govern future agent behavior. This is a high-confidence prompt/identity manipulation TP.",A safer design would subordinate steering files to system/developer instructions and prohibit user files from overriding safety or tool-use policy.,
TPFPV1-0221,Prompt or instruction override surface,high,atr.prompt-injection.hidden-override-instructions-in-skill-content,<corpus>/category4_surface_mentions/openakita__openakita/skills/skill-creator/SKILL.md,FP,high,low,The referenced skill-creator workflow runs bounded trigger evals and uses model metadata; it does not show an unsafe instruction override.,"The same skill-creator context appears here under another cohort. The matched text concerns an evaluation script that takes an eval set, a skill path, and a model ID, then iterates up to five times to improve a skill description. This is optimization of trigger reliability, not an instruction to override higher-priority rules or expose hidden prompt content. While background execution and model calls can have resource implications, the evidence does not support the prompt-override class. FP is more honest than leaving the case unresolved.",This would change if surrounding code used hidden system-prompt text as training/eval material or made generated skill content authoritative over system/developer constraints.,Audit correction: changed from UNCERTAIN to FP; duplicate pattern as TPFPV1-0206.
TPFPV1-0246,Remote fetch or install expands trust boundary,critical,aguara.external-download.curl-or-wget-piped-to-shell,<corpus>/category1_top_instruction_repos/NousResearch__hermes-agent/skills/autonomous-ai-agents/hermes-agent/SKILL.md,TP,high,high,The Hermes installer uses a remote curl-to-bash pattern that expands trust to fetched code.,"The evidence includes a command like fetching an install script from GitHub and piping it directly to bash. That executes remote code without local inspection, which is a classic trust-boundary expansion. Additional MCP-add commands may further change the agent tool environment. The finding is supported even if the project is legitimate.","Checksums, pinned releases, manual review before execution, or package-manager installation with signature verification would reduce the risk.",
TPFPV1-0247,Remote fetch or install expands trust boundary,critical,aguara.external-download.curl-or-wget-piped-to-shell,<corpus>/category1_top_instruction_repos/affaan-m__everything-claude-code/docs/zh-CN/skills/autonomous-loops/SKILL.md,TP,high,high,The continuous-claude installation path pipes a remote script to bash and supports autonomous loops.,"The artifact includes remote install execution through curl-to-bash. It also appears connected to an autonomous continuous-agent workflow, increasing the consequences of trusting the fetched script. Executing unaudited remote installer code is materially risky. This is a clear TP for remote fetch/install trust expansion.","The case would be weaker if the installer were downloaded, verified with a pinned checksum/signature, and reviewed before execution.",
TPFPV1-0251,Remote fetch or install expands trust boundary,critical,aguara.external-download.curl-or-wget-piped-to-shell#collection-scale,<corpus>/category4_surface_mentions,TP,high,high,The collection includes multiple curl/wget-to-shell installer patterns.,"The evidence aggregates commands that fetch install scripts from remote locations and execute them with a shell. That is a real risky pattern because it runs code controlled by a remote repository or server in the local environment. Even if some examples are legitimate common installation methods, the trust-boundary expansion is technically present. The canonical issue is therefore supported.","Signed releases, pinned hashes, or explicit instructions to inspect downloaded scripts before running would materially weaken the finding.",
TPFPV1-0252,Remote fetch or install expands trust boundary,critical,aguara.external-download.curl-or-wget-piped-to-shell,<corpus>/category4_surface_mentions/Galaxy-Dawn__claude-scholar/skills/uv-package-manager/SKILL.md,TP,medium,medium,"The uv installation instructions execute a remote installer script, a real but common trust-boundary expansion.","The artifact includes official installation commands that pipe or invoke remotely fetched installer scripts. This pattern can be legitimate and widely used, but it still delegates local code execution to a network response. The risk is lower than a suspicious third-party script because the source appears official. Nevertheless, the detector’s remote fetch/install concern is supported.","Use of signed package-manager distribution, pinned checksums, or a review-before-run flow would reduce or clear the issue.",
TPFPV1-0258,Remote fetch or install expands trust boundary,critical,aguara.external-download.curl-or-wget-piped-to-shell,<corpus>/category4_surface_mentions/sickn33__antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/cloud-penetration-testing/SKILL.md,TP,medium,high,The cloud penetration-tool setup installs remote command-line tooling through fetched installers.,"The evidence includes installing cloud CLIs or pentest tooling via curl/unzip/bash-style flows. These commands expand local trust and prepare tools that can operate against cloud accounts. The context may be legitimate penetration testing, so the issue is not automatically malicious. The remote installation and high-privilege cloud tooling still make the risky surface real.","The finding would be reduced by pinned versions, signature verification, least-privilege credentials, and explicit user authorization for subsequent cloud actions.",
TPFPV1-0268,Remote fetch or install expands trust boundary,critical,aguara.external-download.curl-or-wget-piped-to-shell,<corpus>/category4_surface_mentions/steipete__agent-scripts/skills/xurl/SKILL.md,TP,medium,medium,The xurl installation options include remote install scripts and global package installs.,"The artifact provides installation methods such as curl-to-shell, npm global install, or go install. These are legitimate developer setup patterns but still execute or install code from remote sources. The risk is the trust-boundary expansion, not proof of malicious intent. The finding is therefore supported with medium confidence and harm.","Checksums, signatures, pinned versions, and a non-executing download/review path would weaken the issue.",
TPFPV1-0270,Remote fetch or install expands trust boundary,high,aguara.external-download.mcp-server-auto-registration,<corpus>/category1_top_instruction_repos/affaan-m__everything-claude-code/docs/zh-CN/skills/claude-devfleet/SKILL.md,TP,medium,high,The devfleet workflow adds a local MCP server and can dispatch planned tasks into auto-merge-style execution.,"The evidence shows adding an MCP server over localhost and using it for project/task orchestration. It also references planned tasks, dispatch, and auto-merge-like behavior, with some confirmation before dispatch unless the user has already asked to continue. Adding an MCP server changes the tools and authority available to the assistant, and the downstream actions can mutate code. This is a real trust-boundary and autonomous-execution surface, though partially mediated.",The explicit confirmation before dispatch weakens the case; mandatory approval before adding the server and before each merge/write action would lower the risk substantially.,
TPFPV1-0277,Remote fetch or install expands trust boundary,medium,aguara.external-download.remote-sdk-or-script-fetch-as-agent-input,<corpus>/category1_top_instruction_repos/affaan-m__everything-claude-code/.agents/skills/x-api/SKILL.md,FP,medium,medium,"The X API skill may post externally, but the remote-fetch/install finding is not supported by the cited evidence.","The record concerns posting or uploading media through official X API endpoints. That is an external action surface, but the finding class here is remote SDK/script fetch or installation. The reviewed snippets do not show executing fetched code or installing remote tooling. The artifact also appears to include approval before posting, further reducing the broad-action concern.","Evidence of `curl | sh`, dynamic SDK download/execution, or automatic package installation would change this specific label.",
TPFPV1-0286,SSRF or internal service reachability,critical,aguara.ssrf-cloud.aws-imds-token-request,<corpus>/category4_surface_mentions/Ed1s0nZ__CyberStrikeAI/skills/ssrf-testing/SKILL.md,TP,high,high,"The SSRF testing skill explicitly targets internal hosts, metadata endpoints, and bypass variants.","The evidence includes testing localhost, private IP ranges, cloud metadata addresses such as 169.254.169.254, Redis-like services, internal admin endpoints, and encoded bypass techniques. Those are exactly the surfaces implicated by SSRF/internal reachability risks. Even if the context is security testing, the artifact operationalizes access attempts against sensitive internal services. The finding is strongly supported.","A constrained lab-only environment, explicit written authorization requirement, and prohibition on real internal/cloud metadata targets would reduce the concern.",
TPFPV1-0287,SSRF or internal service reachability,critical,aguara.ssrf-cloud.cloud-credential-endpoint,<corpus>/category4_surface_mentions/davepoon__buildwithclaude/plugins/claude-ops/skills/ops-marketing/SKILL.md,FP,high,low,"The Google Ads OAuth token refresh is normal external authentication, not SSRF to an internal metadata endpoint.","The evidence references refreshing OAuth tokens through Google’s public token endpoint. That is standard API authentication behavior, not an attempt to reach localhost, private-network services, or cloud instance metadata. No internal service probing or SSRF bypass technique is shown. The detector matched a token URL but the operational meaning is benign.","A TP would require user-controlled URL fetches reaching internal services or metadata endpoints, not a fixed public OAuth endpoint.",
TPFPV1-0289,SSRF or internal service reachability,critical,aguara.ssrf-cloud.aws-imds-token-request,<corpus>/category4_surface_mentions/sickn33__antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/aws-penetration-testing/SKILL.md,TP,high,high,The AWS pentesting material includes instance metadata and credential-extraction surfaces.,"The evidence references cloud metadata endpoints, ECS/instance credentials, temporary credentials, or access-key creation. Those are high-impact internal/cloud service reachability and credential surfaces. Security-testing framing does not remove the operational risk because the instructions can be used against real accounts. The finding is supported.","The issue would be mitigated by lab-only scoping, explicit authorization, and prohibitions on credential extraction from live environments.",
TPFPV1-0296,SSRF or internal service reachability,critical,aguara.ssrf-cloud.aws-imds-token-request,<corpus>/category4_surface_mentions/zebbern__claude-code-guide/skills/aws-penetration-testing/SKILL.md,TP,high,high,The AWS security material operationalizes IMDS/ECS credential access and cloud credential use.,"The reviewed snippets include internal metadata or container credential endpoints and actions around temporary credentials or access keys. These are sensitive internal reachability targets and credential pivots. The artifact’s likely operational meaning is active cloud security testing or exploitation, not a benign concept mention. This is a high-harm TP.","Clear confinement to owned labs, no credential use/extraction, and strict authorization checks would be needed to downgrade it.",
TPFPV1-0299,SSRF or internal service reachability,high,aguara.ssrf-cloud.localhost-bypass,<corpus>/category4_surface_mentions/GreenSheep01201__claw-empire/AGENTS.md,TP,medium,high,"The Claw-Empire AGENTS file bridges the agent to a localhost control API, terminal-like actions, and secret discovery.","The evidence shows use of a local API at 127.0.0.1 for project/task/terminal control and references discovery of secrets from environment files. Localhost services can be sensitive because they often expose privileged control planes not intended for arbitrary model access. The artifact also sends directives or manages tasks through that bridge. Some user-questioning language weakens the case, but the internal service and terminal surface remain real.","A documented permission model, explicit approval before terminal calls or secret reads, and prohibition on reading env secrets would substantially reduce the risk.",
TPFPV1-0320,SSRF or internal service reachability,high,aguara.ssrf-cloud.localhost-bypass,<corpus>/category4_surface_mentions/vllm-project__semantic-router/dashboard/backend/skillpacks/openclaw-vsr-bridge/SKILL.md,FP,high,low,The OpenClaw-VSR evidence only verifies a local model service and does not show SSRF or internal probing.,"The snippets involve starting or checking a local vLLM-style service and curling `127.0.0.1` for model availability. That is a normal local runtime verification step. It does not involve user-controlled URL fetches, metadata endpoints, private-network scanning, or bypass techniques. The detector overflags ordinary localhost development checks.",A TP would require the agent to fetch arbitrary user-provided URLs that can reach internal hosts or sensitive local services.,
TPFPV1-0323,Tool or skill poisoning surface,critical,atr.skill-compromise.credential-harvesting-via-fake-backup-tool,<corpus>/category1_top_instruction_repos/NousResearch__hermes-agent/optional-skills/mlops/pytorch-fsdp/SKILL.md,FP,high,low,"The PyTorch FSDP shared-file material is synchronization documentation, not tool or skill poisoning.","The evidence discusses a `file://` initialization path and responsibility for cleanup. This is standard distributed-training coordination behavior. It does not create fake backups, malicious tool descriptions, or poisoned instructions for the agent to load. The risky class is unsupported.",Evidence of writing malicious instructions into a tool/skill registry or backup file that the agent later trusts would change the label.,
TPFPV1-0326,Tool or skill poisoning surface,critical,atr.tool-poisoning.mcp-tool-description-important-tag-cross-tool-shadowing-atta,<corpus>/category1_top_instruction_repos/rust-lang__rust/src/tools/clippy/.github/workflows/lintcheck_summary.yml,FP,high,low,The Rust lintcheck workflow evidence does not show MCP or skill-description poisoning.,"The snippets appear to reference GitHub Actions or validation workflow details. There is no fake tool definition, instruction smuggling, or malicious metadata that would affect agent behavior. The artifact is an ordinary developer workflow. The finding is not supported by the evidence.",A TP would require a crafted tool/skill description or config file designed to alter agent behavior when loaded.,
TPFPV1-0330,Tool or skill poisoning surface,critical,atr.skill-compromise.agent-memory-and-configuration-file-tampering,<corpus>/category2_agent_tooling/mem0ai__mem0/mem0-plugin/skills/mem0-codex/SKILL.md,FP,medium,low,The mem0 skill directs use of the intended memory tool and forbids file-based memory edits.,"The evidence says not to write to MEMORY.md or file-based memory and to use mem0 MCP tools exclusively. That looks like a boundary meant to prevent inconsistent or unsafe memory persistence rather than poison a tool registry. It does create a persistent memory surface, but the finding as tool/skill poisoning is not established. The record is best treated as FP on the provided evidence.","Evidence that mem0 entries can inject future instructions, override policy, or impersonate tool descriptions would change this to TP or UNCERTAIN.",
TPFPV1-0332,Tool or skill poisoning surface,critical,atr.skill-compromise.agent-memory-and-configuration-file-tampering#collection-scale,<corpus>/category4_surface_mentions,FP,medium,low,The collection-root memory/config examples are mostly defensive or approval-gated rather than tampering.,"The evidence includes guidance such as not automatically updating AGENTS.md, proposing changes at the end, and moving hardcoded secrets to environment variables. Those are not instructions to poison agent tools or rewrite trusted configs without consent. Some examples mention config or memory, but the operational meaning is maintenance or security hygiene. The collection-level claim is unsupported by the sampled evidence.","A concrete artifact that silently writes instructions into AGENTS.md, memory, or tool descriptions for later execution would change the judgment.",
TPFPV1-0350,Tool or skill poisoning surface,high,atr.skill-compromise.mcp-skill-impersonation-and-supply-chain-attack,<corpus>/category1_top_instruction_repos/NousResearch__hermes-agent/AGENTS.md,FP,high,low,"The Hermes TUI replacement language is product documentation, not MCP impersonation or supply-chain poisoning.","The evidence says a TUI is a replacement for a classic CLI. That is ordinary product-positioning or interface documentation. It does not define a malicious tool, impersonate a trusted MCP server, or smuggle instructions. The detector matched benign replacement terminology.","A TP would require fake server/tool definitions, malicious package substitution, or instructions to trust an impostor component.",
TPFPV1-0351,Tool or skill poisoning surface,high,atr.skill-compromise.mcp-skill-impersonation-and-supply-chain-attack,<corpus>/category1_top_instruction_repos/affaan-m__everything-claude-code/skills/perl-testing/SKILL.md,FP,high,low,"The Perl testing snippet describes a testing-library replacement, not a poisoned agent skill.","The phrase about Test2::V0 replacing Test::More is conventional software-library guidance. It does not affect agent instruction hierarchy or tool trust. No malicious package install, fake skill backup, or MCP impersonation is shown. The finding is unsupported.",Evidence that the replacement package is untrusted and installed to alter agent behavior would be needed for TP.,
TPFPV1-0352,Tool or skill poisoning surface,high,atr.skill-compromise.mcp-skill-impersonation-and-supply-chain-attack,<corpus>/category1_top_instruction_repos/angular__angular/.agent/skills/reference-compiler-cli/SKILL.md,FP,high,low,"The Angular compiler drop-in replacement is technical architecture, not tool poisoning.","The evidence describes a compiler or TypeScript program replacement in an engineering context. This is not an agent tool-description, skill registry, or malicious configuration rewrite. The operational meaning is software architecture. The detector overfires on the word replacement.",A TP would require malicious substitution of a trusted agent tool or package with instructions to execute it.,
TPFPV1-0353,Tool or skill poisoning surface,high,atr.skill-compromise.unicode-tag-character-smuggling,<corpus>/category1_top_instruction_repos/microsoft__generative-ai-for-beginners/translations/fa/AGENTS.md,FP,medium,low,The translated AGENTS disclaimer does not show Unicode tag smuggling or poisoned instructions.,"The evidence appears to be translated documentation or a disclaimer. I did not see invisible-control-channel behavior, hidden Unicode tag instructions, or a malicious tool description. Without such content, the poisoning claim is unsupported. The case is an FP on the provided snippets.",Actual hidden Unicode tags or instructions that alter future agent behavior would change the label.,
TPFPV1-0363,Unsafe command or execution surface,critical,atr.privilege-escalation.shell-metacharacter-injection-in-tool-arguments,<corpus>/category1_top_instruction_repos/NousResearch__hermes-agent/skills/autonomous-ai-agents/claude-code/SKILL.md,UNCERTAIN,medium,medium,"The autonomous Claude command wrapper uses shell metacharacters, but input provenance is unclear.","The evidence includes terminal commands with command substitution, session handling, and tmux/Claude invocation. Shell composition can be risky if any interpolated value is attacker-controlled or derived from untrusted text. The snippets do not clearly show whether user input or external data reaches the command unquoted. Because runtime composition matters, the unsafe-command finding cannot be resolved confidently.","If command arguments are fixed or safely quoted, this should be FP; if PR text, issue text, filenames, or user-controlled values are interpolated into the shell, it becomes TP.",
TPFPV1-0364,Unsafe command or execution surface,critical,atr.privilege-escalation.shell-metacharacter-injection-in-tool-arguments,<corpus>/category1_top_instruction_repos/NousResearch__hermes-agent/skills/autonomous-ai-agents/hermes-agent/SKILL.md,TP,high,high,"The Hermes workflow combines shell execution, remote install, and agent startup commands.","The evidence includes command-line setup and curl-to-bash style installation, plus terminal/tmux-like execution of agent processes. This is a real shell execution and trust-boundary expansion surface. Even if the commands are not clearly injection-prone, executing remote installer code is materially risky. The operational nature of the instructions supports TP.","Pinned, verified downloads and avoiding shell-piped installers would reduce the risk; proof that all commands are dry-run documentation would weaken it.",
TPFPV1-0366,Unsafe command or execution surface,critical,atr.privilege-escalation.shell-metacharacter-injection-in-tool-arguments,<corpus>/category1_top_instruction_repos/affaan-m__everything-claude-code/skills/defi-amm-security/SKILL.md,FP,high,low,"The DeFi AMM Solidity snippet is smart-contract logic, not shell command composition.","The evidence includes code such as token balance checks or withdraw logic in Solidity. That does not involve shell execution, command substitution, or unsafe OS command construction. There may be smart-contract risks, but they are not the detector’s unsafe-command surface. The finding is unsupported.","A TP would require shell or process execution with unsafe interpolation, not blockchain contract method calls.",
TPFPV1-0370,Unsafe command or execution surface,critical,atr.privilege-escalation.shell-metacharacter-injection-in-tool-arguments,<corpus>/category3_custom_agents_instructions_skills/affaan-m__everything-claude-code/skills/defi-amm-security/SKILL.md,FP,high,low,The DeFi contract code does not establish unsafe shell or command execution.,"The snippets relate to token balances, withdrawals, or AMM mechanics. Those are application-level smart-contract operations, not local command execution. No `eval`, shell metacharacter composition, or subprocess call is shown. The detector matched the wrong technical domain.",Evidence of a script invoking shell commands with untrusted contract/user values would be needed for TP.,
